author,title,description,url,language,country,published_at
Nathan Jolly,Microsoft Looking To Integrate ChatGPT Into Office Apps,"Microsoft is looking into building OpenAI&#8217;s ChatGPT technology into its Word, PowerPoint, and Outlook programs. ChatGPT is a chatbot introduced to the public in November that &#8220;interacts in a conversational way&#8221;. According to OpenAI, ChatGPT can &#8220;answer followup questions, admit its mistakes, challenge incorrect premises, and reject inappropriate requests.&#8221; Microsoft invested A$1.45 billion into OpenAI... Read More",https://www.channelnews.com.au/microsoft-looking-to-integrate-chatgpt-into-office-apps/,en,au,2023-01-09T22:27:51+00:00
Matt Milano,Microsoft Looks to Invest $10 Billion in OpenAI and ChatGPT,"WebProNewsMicrosoft Looks to Invest $10 Billion in OpenAI and ChatGPTOpenAI's ChatGPT has taken the world by storm and Microsoft is not immune, with the Redmond giant set to invest $10 billion in the firm and its tech.Microsoft Looks to Invest $10 Billion in OpenAI and ChatGPTMatt Milano",https://www.webpronews.com/microsoft-looks-to-invest-10-billion-in-openai-and-chatgpt/,en,us,2023-01-11T00:44:11+00:00
Zeljka Zorz,"ChatGPT: The infosec assistant that is jack of all trades, master of none","ChatGPT from OpenAI is a conversational chatbot that was recently released in preview mode for research purposes. It takes natural language as an input and aims to solve problems, provide follow up questions or even challenge assertions depending on what you ask it. Surprisingly, as many security researchers have discovered, it makes a good infosec companion as it can do many tasks quite well, all while one is interacting with it naturally. Though there are &#8230; More &#8594;The post ChatGPT: The infosec assistant that is jack of all trades, master of none appeared first on Help Net Security...",https://www.helpnetsecurity.com/2023/01/12/chatgpt-as-an-infosec-assistant/,en,us,2023-01-12T05:30:23+00:00
,Satya Nadella Says AI Golden Age Is Here And ‘It’s Good For Humanity’,"The cutting-edge chatbot ChatGPT is capturing the world’s imagination. The new artificial intelligence site amassed 1 million users in just five days after its recent launch. It is but one of a dozen AI-driven so-called “killer apps” that will transform human productivity and the future of work.ChatGPT answers complex questions via short prompts on a vast array of topics, and even writes lyrics and poetry. Underpinned by generative models such as GPT-3 and GPT-3.5, it is the most conspicuous example of technology dubbed generative AI.Satya Nadella, Microsoft Chairman and CEO, in a session...",https://api.follow.it/track-rss-story-click/v3/Qw9d99ManWcK50bOOJQgjYvmyuk5fxzE,en,us,2023-01-18T17:08:32+00:00
,Buy Alert: 4 Dividend Stocks To Profit As ChatGPT Marks Turning Point In AI Revolution,Buy Alert: 4 Dividend Stocks To Profit As ChatGPT Marks Turning Point In AI Revolution,https://seekingalpha.com/article/4570785-buy-alert-4-dividend-stocks-to-profit-chatgpt-turning-point-ai-revolution?source=feed_all_articles,en,us,2023-01-19T05:16:06+00:00
Anugraha Sundaravelu,OpenAI paid Kenyan workers less than $2 an hour to make ChatGPT less toxic,They had to label traumatic content including child sexual abuse.,https://metro.co.uk/2023/01/19/openai-paid-kenyan-workers-less-than-2-an-hour-to-make-chatgpt-safe-18130720/,en,gb,2023-01-19T15:17:05+00:00
,"Davos 2023-Meta sees promise in generative AI, including for Instagram filters","(marketscreener.com) Generative artificial intelligence, the umbrella technology behind the popular chatbot ChatGPT, has interesting applications for social media, the chief product officer for Facebook parent Meta Platforms Inc told Reuters.https://www.marketscreener.com/quote/stock/META-PLATFORMS-INC-10547141/news/Davos-2023-Meta-sees-promise-in-generative-AI-including-for-Instagram-filters-42769668/?utm_medium=RSS&utm_content=20230119",https://www.marketscreener.com/quote/stock/META-PLATFORMS-INC-10547141/news/Davos-2023-Meta-sees-promise-in-generative-AI-including-for-Instagram-filters-42769668/?utm_medium=RSS&utm_content=20230119,en,us,2023-01-19T15:13:45+00:00
Help Net Security,Potential threats and sinister implications of ChatGPT,"ChatGPT from OpenAI is a conversational chatbot recently released in preview mode for research purposes. It takes natural language as input and aims to solve problems, provide follow-up questions or even challenge assertions depending on your question. In this Help Net Security video, Karl Sigler, Senior Security Research Manager at Trustwave SpiderLabs, talks about how ChatGPT has multiple use cases and enormous benefits. Still, at the same time, there are threats to consider. ChatGPT has &#8230; More &#8594;The post Potential threats and sinister implications of ChatGPT appeared first on Help...",https://www.helpnetsecurity.com/2023/01/18/chatgpt-threats-video/,en,us,2023-01-18T05:00:56+00:00
"Emma Whitford, Forbes Staff",ChatGPT And AI Will Fuel New EdTech Boom,"Venture capitalists predict artificial intelligence, virtual reality and video-learning startups will dominate the space in 2023.",https://www.forbes.com/sites/emmawhitford/2023/01/18/chatgpt-and-ai-will-fuel-new-edtech-boom/,en,ng,2023-01-18T11:30:00+00:00
Bevan Hurley,From ChatGPT to diverting asteroids: These scientific breakthroughs give us hope for 2023,"‘Revolutions’ in nuclear fusion and artificial intelligence offer cause for optimism in the new year, writes Bevan Hurley",https://www.independent.co.uk/news/world/americas/chat-gpt-asteroids-artificial-intelligence-2023-b2265074.html,en,gb,2023-01-19T08:26:49+00:00
Ruben Annaratone,ChatGPT: The Game-Changer for Marketers?,"As a marketer, you understand the importance of creating high-quality content and delivering engaging and personalised experiences along the funnel. But with the constant demand for fresh and tailored content,...The post ChatGPT: The Game-Changer for Marketers? appeared first on AccuraCast.",https://www.accuracast.com/newsletter/chatgpt-for-marketers/,en,us,2023-01-19T17:29:37+00:00
,Microsoft announces multibillion-dollar investment in ChatGPT-maker OpenAI,"Microsoft announced a new multiyear, multibillion-dollar investment with the artificial intelligence lab OpenAI, according to a release Monday.",https://www.cnbc.com/2023/01/23/microsoft-announces-multibillion-dollar-investment-in-chatgpt-maker-openai.html,en,us,2023-01-23T15:00:58+00:00
Bloomberg,Microsoft invests $10 Billion in ChatGPT maker OpenAI,"ChatGPT has lit up the internet since its introduction in November, amassing more than a million users within days and touching off a fresh debate over the role of AI in the workplace.",https://www.sgvtribune.com/2023/01/23/microsoft-invests-10-billion-in-chatgpt-maker-openai/,en,us,2023-01-23T18:00:20+00:00
,"Move over ChatGPT, Microsoft’s new AI tool is helping developers code faster","Microsoft has been steadily developing its code-writing and generative AI software, GitHub Copilot. It is helping developers write code faster, smarter, and more efficiently than ever before.",https://www.businesstoday.in/technology/news/story/move-over-chatgpt-microsofts-new-ai-tool-is-helping-developers-code-faster-367441-2023-01-25?utm_source=rssfeed,en,in,2023-01-25T03:36:54+00:00
Sissi Cao,Microsoft’s ChatGPT Deal Means Bing and Office Could Get Smarter Faster,"Through new investment in OpenAI, Microsoft is looking to integrate ChatGPT with its popular consumer software.",https://observer.com/2023/01/microsoft-openai-deal-chatgpt-office-bing/,en,us,2023-01-25T20:24:23+00:00
,ChatGPT brings mix of thrill and fear to Luxembourg,"Text robot will free up humans from dull work - but also make it easier to cheat, experts say",https://www.wort.lu/en/business-finance/chatgpt-brings-mix-of-thrill-and-fear-to-luxembourg-63cfb8dade135b9236aac8f5,en,lu,2023-01-26T05:30:00+00:00
Reuters,"BuzzFeed soars on reports of plans to use ChatGPT’s OpenAI, Meta deal","Shares of BuzzFeed Inc extended gains to more than double in value on Thursday on reports the digital media firm was planning to use artificial intelligence to personalize and enhance its online quizzes and content. &#8220;In 2023, you&#8217;ll see AI inspired content move from an R&D stage to part of our core business, enhancing the [&#8230;]",https://nationalpost.com/pmn/technology-pmn/buzzfeed-soars-on-reports-of-plans-to-use-chatgpts-openai-meta-deal,en,us,2023-01-26T19:36:46+00:00
Maria Petrović,"""Četbot će mi uzeti posao"": Ono što Henri naplaćuje 500 evra, ChatGPT skucka za trideset sekundi","Ipak, ono što i dalje ostaje mana, a ovom marketinškom stručnjaku daje prednost, jeste nedostatak ""emocija""",https://biznis.telegraf.rs/info-biz/3621179-da-li-cetbot-moze-da-zameni-ljude-na-poslu,en,rs,2023-01-27T11:21:14+00:00
Hannah Alberga,This 22-year-old from Toronto created a ChatGPT detector that’s gone viral,"As awe-struck Internet users obsessed over the wondrous abilities of ChatGPT, a 22-year-old in Toronto was feverishly crafting a tool to detect its misuse.",https://toronto.ctvnews.ca/this-22-year-old-from-toronto-created-a-chatgpt-detector-that-s-gone-viral-1.6245599,en,ca,2023-01-25T18:18:26+00:00
Ben Cost,"Rogue AI ‘could kill everyone,’ scientists warn amid ChatGPT craze","Researchers are calling rogue AI an ""existential threat to humanity"" that we need to regulate like nuclear weapons.",https://nypost.com/2023/01/26/rogue-ai-could-kill-everyone-scientists-warn/,en,zm,2023-01-26T14:57:19+00:00
"Chris Westfall, Contributor","BuzzFeed To Use ChatGPT’s AI For Content Creation, Stock Up 200%+","BuzzFeed, the publicly-traded content generation platform, is going big on AI-generated content. And Wall Street is noticing.",https://www.forbes.com/sites/chriswestfall/2023/01/26/buzzfeed-to-use-chatgpts-ai-for-content-creation-stock-up-200/,en,ng,2023-01-26T21:28:53+00:00
"Andrew Shu, Staff Writer",Cartoon: ChatGPT has no place in schools,,https://scotscoop.com/cartoon-chatgpt-has-no-place-in-schools/,en,us,2023-01-23T06:23:05+00:00
,"Microsoft to invest billions in AI startup behind ChaptGPT for writing, image creation","Microsoft says it is making a ""multiyear, multibillion dollar investment"" in the artificial intelligence startup OpenAI, maker of ChatGPT and other tools that can write readable text and generate new images.",https://wraltechwire.com/?p=211685,en,us,2023-01-23T15:53:07+00:00
Associated Press,Microsoft planning to invest billions in controversial ChatGPT creator,OpenAI’s free writing tool ChatGPT launched on Nov. 30 and has brought public attention to the possibilities of new advances in AI.,https://nypost.com/2023/01/23/microsoft-planning-to-invest-billions-in-chatgpt-creator/,en,zm,2023-01-23T17:11:22+00:00
Associated Press,Microsoft invests billions in ChatGPT-maker OpenAI,"Microsoft says it is making a &#8220;multiyear, multibillion dollar investment&#8221; in the artificial intelligence startup OpenAI, maker of ChatGPT and other tools that can write readable text and generate new images.",https://www.bostonherald.com/2023/01/23/microsoft-invests-billions-in-chatgpt-maker-openai/,en,us,2023-01-23T21:14:35+00:00
Nikola Momčilović,"Da li će AI ""obrisati"" neke poslove koje sada obavljaju ljudi? Evo šta bi moglo da se desi","Microsoft navodno planira investiciju od 10 milijardi dolara u OpenAI, startap koji je kreirao viralni četbot ChatGPT",https://www.telegraf.rs/hi-tech/info-tech/3620144-da-li-je-chatgpt-vesnik-drugacije-buducnosti,en,rs,2023-01-24T19:00:00+00:00
,The best AI writers of 2023: ChatGPT and alternatives,"AI writing tools can help lighten your workload by writing emails and essays and even doing math. They use artificial intelligence to generate text or answer queries based on user input. ChatGPT is one popular example, but there are other noteworthy AI writers.",https://www.zdnet.com/article/best-ai-writers/#ftag=RSSbaffb68,en,us,2023-01-24T21:59:32+00:00
Sam Potter,We Asked ChatGPT To Make A Market-Beating ETF. Here's What Happened,We Asked ChatGPT To Make A Market-Beating ETF. Here's What Happened,https://www.bqprime.com/technology/we-asked-chatgpt-to-make-a-market-beating-etf-here-s-the-result,en,us,2023-01-27T02:33:38+00:00
Nikola Momčilović,ChatGPT pomaže Amazonu: Služi im gotovo kao korisnička podrška,Amazon Web Services oformio grupu stručnjaka koja se svakodnevno bavi uticajem veštačke inteligencije na rad ovog cloud servisa,https://www.telegraf.rs/hi-tech/info-tech/3621576-chatgpt-radi-u-amazonu,en,rs,2023-01-27T09:44:07+00:00
"Dina Bass, Bloomberg",It's official: Microsoft is investing $10 billion in ChatGPT company OpenAI as the bot takes the internet by storm,The chatbot has lit up the internet for months and could be a major turning point for AI.,https://fortune.com/2023/01/23/microsoft-investing-10-billion-open-ai-chatgpt/,en,us,2023-01-23T16:08:36+00:00
Kyle Barr,The Year Ahead in Generative AI,"At this very moment, I could boot up OpenAI’s popular ChatGPT and ask it to write this article for me. Or I could ask it to “write a lullaby about a cool goose who just wants to honk.” I could pull up Midjourney, Stable Diffusion, DALL-E 2, or any number of AI art generators and order it to craft me an portrait of…Read more...",https://gizmodo.com/ai-chatgpt-dalle-midjourney-stable-diffusion-deepfake-1849910573,en,us,2023-01-26T14:30:00+00:00
